Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
India,IND,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Ireland,IRL,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
"Iran, Islamic Rep.",IRN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Italy,ITA,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jamaica,JAM,2.2,2.2,2.1,2.1,2,2,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7
Jordan,JOR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kazakhstan,KAZ,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
Kenya,KEN,10.2,9.6,9,8.4,7.9,7.4,7,6.7,6.4,6.3,6.1,6,5.9,5.8,5.7,5.6,5.4
Kyrgyz Republic,KGZ,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Cambodia,KHM,1.6,1.5,1.4,1.3,1.2,1.1,1,0.9,0.9,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.6
Kuwait,KWT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Latin America & Caribbean (excluding high income),LAC,0.397015573,0.440401226,0.436868823,0.433458787,0.434653646,0.428835367,0.461581829,0.459108002,0.457121659,0.477779836,0.478773473,0.478008048,0.477205409,0.510194545,0.511190531,0.502679095,0.504287775
Lao PDR,LAO,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Lebanon,LBN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Liberia,LBR,4.2,4,3.7,3.4,3.2,2.9,2.7,2.4,2.2,2.1,1.9,1.8,1.8,1.7,1.7,1.6,1.6
Latin America & Caribbean,LCN,0.39437317,0.436721213,0.43339868,0.43388952,0.435082701,0.429467282,0.461206105,0.458865259,0.456947593,0.479794092,0.480732118,0.479964774,0.479265973,0.513816778,0.514737479,0.506553125,0.508132071
Least developed countries: UN classification,LDC,2.672920731,2.635081834,2.578708137,2.501512607,2.43567089,2.352567379,2.284335544,2.223370223,2.175824715,2.137357468,2.097071713,2.049050212,2.012346793,1.973594629,1.9347111,1.907637916,1.869030706
Low income,LIC,4.534585764,4.441336028,4.308012762,4.147340251,4.005136202,3.833696426,3.691724635,3.565129497,3.448976286,3.349950531,3.256792044,3.152510055,3.066270587,2.970740873,2.879507766,2.803330211,2.718049115
Sri Lanka,LKA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lower middle income,LMC,0.807309614,0.809777467,0.802280674,0.80246381,0.789021885,0.777484966,0.726994565,0.714252399,0.705097856,0.709773238,0.701542978,0.695652281,0.69071232,0.687554215,0.688741583,0.683927679,0.678207514
Low & middle income,LMY,1.310022897,1.323848418,1.31582903,1.307037253,1.290726808,1.272251506,1.232126679,1.214816548,1.201533715,1.200995926,1.191358392,1.18061015,1.174296426,1.170401898,1.166380766,1.156721114,1.147549905
Lesotho,LSO,22.5,23,23.2,23.2,23,22.8,22.6,22.6,22.8,23,23.3,23.7,24.1,24.4,24.7,24.9,25
Lithuania,LTU,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
Latvia,LVA,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7
Morocco,MAR,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Moldova,MDA,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6
Madagascar,MDG,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Middle East & North Africa,MEA,0.106841524,0.107067493,0.107045862,0.107033414,0.106760955,0.106229078,0.105717332,0.105465974,0.104955945,0.104709756,0.10446686,0.103959582,0.103980514,0.103737883,0.103494708,0.10352062,0.103273949
Mexico,MEX,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Middle income,MIC,,,,0.973702623,0.968213512,0.963898502,0.932380125,0.924567638,0.920003753,0.927653757,0.924248915,0.92113055,0.920719278,0.924431875,0.927658963,0.922616097,0.919783163
"Macedonia, FYR",MKD,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mali,MLI,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1,1
Malta,MLT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Myanmar,MMR,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.8
Middle East & North Africa (excluding high income),MNA,0.107600608,0.107858364,0.107841712,0.107836516,0.107543461,0.106962346,0.106409048,0.106146983,0.105592199,0.105332284,0.105073706,0.10451262,0.104551106,0.104286253,0.104017247,0.104054624,0.103776472
Montenegro,MNE,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mongolia,MNG,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mozambique,MOZ,10.4,11.4,12.2,12.9,13.4,13.7,13.9,14.1,14.1,14.1,14,13.8,13.7,13.4,13,12.7,12.3
Mauritania,MRT,0.8,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.5
Malawi,MWI,15.2,15,14.5,14,13.5,12.9,12.3,11.9,11.5,11.2,10.9,10.6,10.3,10,9.7,9.5,9.2
Malaysia,MYS,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.4
North America,NAC,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,
Namibia,NAM,15.5,15.8,15.9,15.7,15.3,15,14.7,14.4,14.3,14.3,14.2,14.2,14.2,14.1,14.1,14,13.8
Niger,NER,1.1,1.2,1.2,1.1,1.1,1,1,0.9,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.4
Nigeria,NGA,4,4.1,4.1,4.1,4,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3.1,3.1,3,2.9
Nicaragua,NIC,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2
Netherlands,NLD,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Nepal,NPL,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Other small states,OSS,11.15427021,11.25702241,11.18871447,10.99379266,10.70961087,10.4148227,10.03649455,9.694965187,9.421889784,9.185907277,9.019696895,8.923472222,8.848826998,8.794184541,8.742111933,8.661323233,8.537096428
Pakistan,PAK,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Panama,PAN,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Peru,PER,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3
Philippines,PHL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Papua New Guinea,PNG,0.7,0.8,0.9,1,1,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Pre-demographic dividend,PRE,4.585195682,4.546788654,4.459018662,4.351999303,4.228133249,4.090900075,3.966989926,3.853988645,3.756660024,3.672579527,3.586215592,3.500803401,3.417964181,3.322390113,3.263726447,3.179825715,3.082608714
Paraguay,PRY,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5
Qatar,QAT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Romania,ROU,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rwanda,RWA,5.2,5,4.8,4.5,4.2,4,3.8,3.7,3.6,3.5,3.5,3.4,3.4,3.3,3.2,3.2,3.1
South Asia,SAS,0.33270764,0.332260886,0.333308835,0.332736697,0.332209361,0.331768594,0.255325121,0.255169707,0.255049857,0.254931668,0.253261982,0.253093344,0.25291139,0.252726705,0.25255069,0.252390323,0.252273849
Saudi Arabia,SAU,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sudan,SDN,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Senegal,SEN,0.7,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.4
Sierra Leone,SLE,1,1.1,1.2,1.3,1.4,1.5,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
El Salvador,SLV,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6
Somalia,SOM,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4
Serbia,SRB,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sub-Saharan Africa (excluding high income),SSA,5.875828823,5.869816105,5.794595016,5.684498945,5.557173121,5.403176213,5.264913323,5.12976177,5.010750493,4.916818746,4.814557677,4.715331457,4.63023955,4.532289703,4.456163133,4.367364921,4.263654121
South Sudan,SSD,2.5,2.9,3.1,3.3,3.4,3.5,3.5,3.4,3.3,3.3,3.2,3.1,3,2.9,2.8,2.8,2.7
Sub-Saharan Africa,SSF,5.875828823,5.869816105,5.794595016,5.684498945,5.557173121,5.403176213,5.264913323,5.12976177,5.010750493,4.916818746,4.814557677,4.715331457,4.63023955,4.532289703,4.456163133,4.367364921,4.263654121
Small states,SST,7.964950392,8.076548157,8.062990121,7.9841032,7.83138033,7.681616575,7.48157908,7.306327511,7.167482583,7.058910094,6.97769757,6.95185966,6.941389162,6.936918473,6.931721887,6.907684671,6.843481897
Suriname,SUR,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4
Slovak Republic,SVK,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slovenia,SVN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sweden,SWE,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
Swaziland,SWZ,29.8,30,29.9,29.5,28.9,28.3,27.8,27.4,27.2,27.1,27.2,27.3,27.4,27.6,27.6,27.5,27.2
Chad,TCD,2,2,2,2,1.9,1.9,1.8,1.7,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3
Togo,TGO,4.5,4.5,4.5,4.4,4.2,4,3.8,3.6,3.4,3.1,2.9,2.8,2.6,2.5,2.3,2.2,2.1
Thailand,THA,1.8,1.8,1.7,1.6,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.1,1.1
Tajikistan,TJK,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3
Latin America & the Caribbean (IDA & IBRD countries),TLA,0.399389504,0.442560967,0.438993491,0.439389719,0.440453856,0.434618805,0.466956236,0.464404452,0.46232591,0.485410545,0.484261074,0.48337211,0.482435571,0.515711724,0.516560715,0.5080776,0.507863546
Middle East & North Africa (IDA & IBRD countries),TMN,0.107600608,0.107858364,0.107841712,0.107836516,0.107543461,0.106962346,0.106409048,0.106146983,0.105592199,0.105332284,0.105073706,0.10451262,0.104551106,0.104286253,0.104017247,0.104054624,0.103776472
South Asia (IDA & IBRD),TSA,0.33270764,0.332260886,0.333308835,0.332736697,0.332209361,0.331768594,0.255325121,0.255169707,0.255049857,0.254931668,0.253261982,0.253093344,0.25291139,0.252726705,0.25255069,0.252390323,0.252273849
Sub-Saharan Africa (IDA & IBRD countries),TSS,5.875828823,5.869816105,5.794595016,5.684498945,5.557173121,5.403176213,5.264913323,5.12976177,5.010750493,4.916818746,4.814557677,4.715331457,4.63023955,4.532289703,4.456163133,4.367364921,4.263654121
Trinidad and Tobago,TTO,1,1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Tunisia,TUN,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tanzania,TZA,8.9,8.6,8.3,7.9,7.5,7,6.6,6.3,6.1,5.8,5.6,5.4,5.2,5.1,5,4.8,4.7
Uganda,UGA,9.2,8.9,8.5,8.2,8,7.9,7.8,7.6,7.5,7.5,7.4,7.3,7.2,7,6.9,6.7,6.5
Ukraine,UKR,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9
Uruguay,URY,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
"Venezuela, RB",VEN,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Vietnam,VNM,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
World,WLD,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
"Yemen, Rep.",YEM,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
South Africa,ZAF,14,15,15.8,16.4,16.9,17.3,17.6,17.8,18,18.2,18.3,18.4,18.6,18.7,18.8,18.9,18.9
Zambia,ZMB,15.7,15.3,14.8,14.3,13.8,13.4,13,12.8,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.6,12.4
Zimbabwe,ZWE,22.1,21.3,20.6,19.8,19,18.2,17.5,17,16.5,16.1,15.8,15.4,15.1,14.7,14.3,13.9,13.5
